Nome: RECIFE (CURADO)
Codigo Estacao: 82900
Latitude: -8.05916666
Longitude: -34.95916666
Altitude: 11.3
Situacao: Fechada
Data Inicial: 1992-01-01
Data Final: 2020-08-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);
2017-10-31;63,1;25,793333;
2017-11-30;14,8;26,970667;
2017-12-31;30,3;27,468387;
2018-01-31;153,6;27,271613;
2018-02-28;146,2;27,070714;
2018-03-31;120,6;26,993333;
2018-04-30;484;25,830667;
2018-05-31;231,6;25,664667;
2018-06-30;143;24,506;
2018-07-31;135,3;23,990323;
2018-08-31;98,4;24,381935;
2018-09-30;58,5;25,173793;
2018-10-31;23,8;26,629677;
2018-11-30;37,8;27,244;
2018-12-31;74,5;27,305161;
2019-01-31;141,3;26,943871;
2019-02-28;117,1;27,335;
2019-03-31;158,9;27,337419;
2019-04-30;290,8;26,645333;
2019-05-31;213,5;26,147097;
2019-06-30;463,4;24,968;
2019-07-31;432;24,005161;
2019-08-31;183;24,078065;
2019-09-30;109,5;25,12;
2019-10-31;59,2;25,83871;
2019-11-30;4,5;27,025517;
2019-12-31;22,2;27,274839;
2020-01-31;56,6;27,794194;
2020-02-29;84,5;27,835172;
2020-03-31;155;27,747407;
2020-04-30;256;26,816667;
2020-05-31;247,1;25,871613;
2020-06-30;330,2;25,004348;
2020-07-31;186,6;24,148276;
2020-08-31;109;null;

